latitude,longitude,count
35.3115,138.9208,2
35.3117,139.3083,2
35.3119,-81.0306,16
35.3119,-78.8405,22
35.312,-81.5568,22
35.312,139.1782,1
35.3122,135.6405,1
35.3122,140.1095,1
35.3123,139.5469,10
35.3129,139.8587,1
35.3131,139.6371,10
35.3135,139.1035,4
35.3136,139.1128,1
35.3137,139.5602,2
35.3139,113.4285,1
35.314,-85.8441,4
35.3144,46.9923,5
35.3146,139.6296,7
35.3147,139.2304,2
35.3148,139.5027,5
35.3151,139.1007,1
35.3152,139.2478,1
35.3153,-93.5991,2
35.3156,139.3163,17
35.3157,139.3391,1
35.3157,139.4995,4
35.3157,139.5432,3
35.3165,-78.6151,76
35.3167,132.9667,1
35.3167,133.1167,1
35.3167,136.0167,1
35.3167,136.2833,2
35.3167,136.7,2
35.3167,136.75,6
35.3167,137.1333,22
35.3167,137.2333,25
35.3167,139.35,19
35.3167,139.924,12
35.3169,138.5975,1
35.3172,-120.8333,41
35.3172,-82.5977,2
35.3174,139.1194,1
35.3177,139.5482,1
35.318,139.4822,12
35.3181,139.1398,1
35.3182,-81.6607,1
35.3183,-80.7476,102
35.3185,-89.9054,56
35.3186,138.9434,19
35.3186,139.8879,2
35.3187,139.5688,14
35.3189,-93.4446,1
35.3189,126.9839,6
35.3189,139.0948,1
35.3189,139.6359,3
35.3191,-89.1337,2
35.3192,-82.5,43
35.3192,138.9522,1
35.3192,139.3564,3
35.3192,139.5371,10
35.3195,138.8999,1
35.3195,139.1096,6
35.3197,139.6284,8
35.32,139.5179,10
35.3203,139.6123,10
35.3203,140.1921,1
35.3204,139.4853,27
35.3205,139.6206,5
35.3209,138.9259,3
35.3209,139.4753,8
35.3209,139.5547,2
35.3211,139.1031,3
35.3212,-112.9548,2
35.3213,139.4928,3
35.3214,-92.062,1
35.3214,139.3601,1
35.3217,139.3493,1
35.3218,139.5008,6
35.3219,-94.4028,21
35.322,-87.7395,16
35.322,132.6696,2
35.322,139.4132,2
35.322,139.4366,1
35.3224,139.4017,1
35.3224,139.4668,18
35.3226,140.0384,1
35.3227,139.3634,2
35.3228,-84.7364,1
35.3228,139.4305,2
35.3228,139.5823,1
35.3229,139.5229,6
35.323,140.3585,10
35.3232,139.3563,3
35.3232,139.446,9
35.3233,139.3589,1
35.3234,139.4344,3
35.3234,139.5552,4
35.3235,139.3928,1
35.3235,139.4569,9
35.3239,139.9093,2
35.324,-106.7099,58
35.3245,140.3677,2
35.3247,-80.6594,27
35.3248,139.4821,2
35.3249,139.8451,1
35.325,-91.6491,14
35.325,-81.846,22
35.325,25.1306,120
35.325,139.5278,5
35.3253,139.3493,2
35.3253,139.8911,13
35.3254,139.6021,2
35.3254,139.863,2
35.3255,139.382,2
35.3258,139.0894,2
35.3259,-83.7888,16
35.326,139.6235,3
35.3265,139.9178,5
35.3266,139.3147,1
35.3267,-97.3534,6
35.327,-97.5556,49
35.3272,140.064,1
35.3273,139.429,1
35.3274,139.3869,2
35.3274,139.6033,1
35.3275,-118.9839,48
35.3275,139.9362,1
35.3276,139.2571,1
35.3276,139.4142,2
35.3277,139.6134,14
35.3279,139.3373,77
35.3281,139.5085,1
35.3282,139.4239,4
35.3283,139.4525,19
35.3285,-106.5309,5
35.3287,-78.6859,15
35.3287,139.6223,1
35.3288,140.1335,5
35.329,136.6805,23
35.329,139.0765,1
35.3291,139.3044,1
35.3291,139.5589,2
35.3293,-82.3754,1
35.3294,139.6045,1
35.3295,139.1114,2
35.3297,139.3778,1
35.3297,139.5292,5
35.3298,139.3161,1
35.3299,139.4786,3
35.33,139.3003,2
35.33,139.4099,1
35.33,139.4348,2
35.33,139.538,1
35.3302,139.1193,2
35.3303,139.4621,6
35.3305,139.3438,1
35.3306,139.6265,6
35.3308,0.3418,1
35.3309,139.4292,2
35.3314,-84.5283,3
35.3317,136.8704,11
35.3317,138.9104,1
35.3317,139.8893,5
35.3319,139.3928,1
35.332,-78.9212,58
35.3323,139.1543,4
35.3323,139.9029,3
35.3326,-87.3039,3
35.3327,139.3598,2
35.3327,139.9131,2
35.3328,139.856,3
35.3329,139.1296,4
35.3331,139.3873,3
35.3333,136.8667,30
35.3333,139.55,1
35.3333,139.8667,1
35.3336,139.1099,1
35.3336,139.4731,1
35.3336,139.6027,2
35.3337,139.4874,2
35.3338,-82.1557,11
35.3339,139.4813,2
35.334,-97.4768,63
35.334,139.3066,1
35.334,139.5153,2
35.3341,-89.8706,1
35.3341,139.1434,1
35.3341,139.4389,7
35.3343,139.4941,3
35.3344,-105.4652,6
35.3344,-81.7707,4
35.3344,139.4906,1
35.3347,138.9825,2
35.3347,139.1173,1
35.3348,139.5251,2
35.3349,-81.1862,13
35.3349,139.4827,1
35.3352,139.5078,2
35.3357,140.0318,1
35.3359,139.3797,5
35.3359,139.6188,3
35.3359,139.6229,2
35.336,-79.631,5
35.336,138.9417,3
35.336,139.3176,2
35.336,139.5261,16
35.3361,139.3974,1
35.3361,139.4451,11
35.3362,139.3517,1
35.3362,140.3907,6
35.3363,139.1196,1
35.3364,139.4043,98
35.3365,139.4921,3
35.3365,140.0535,4
35.3366,139.3334,2
35.3368,139.3041,1
35.3369,139.0976,2
35.3371,139.3637,2
35.3372,139.4146,4
35.3374,139.2054,1
35.3375,33.1792,1
35.3375,139.3106,2
35.3377,139.3364,1
35.3378,139.4389,2
35.3378,139.6065,7
35.3379,139.2373,3
35.3384,-119.0627,80
35.3394,139.9523,2
35.3396,-119.0218,35
35.3398,139.6288,5
35.3401,139.3248,1
35.3403,139.4926,1
35.3406,139.5594,6
35.3407,-4.959,2
35.3407,139.9039,4
35.3409,-86.8286,2
35.3409,139.441,14
35.3411,139.2983,1
35.3411,139.4355,10
35.3412,139.499,5
35.3414,139.8961,2
35.3416,-96.1136,2
35.3417,33.3167,5
35.3425,-97.6317,4
35.3427,-94.3784,52
35.3429,136.6353,1
35.343,139.5081,4
35.3432,-82.5565,3
35.3434,-94.4403,1
35.3434,139.3303,1
35.3434,139.5474,2
35.3434,139.9322,6
35.3435,138.9372,1
35.3436,139.3168,2
35.3437,139.433,4
35.3437,139.6279,1
35.3439,139.3013,3
35.344,139.3782,8
35.344,139.5968,2
35.3442,139.6116,11
35.3443,139.4052,3
35.3447,136.912,1
35.3448,-98.6707,1
35.3448,139.4576,1
35.3448,139.6235,7
35.3451,139.9454,1
35.3454,139.4141,1
35.3454,139.5346,10
35.3455,139.9542,1
35.3458,129.0713,2
35.3459,139.3609,2
35.3462,139.4939,2
35.3464,-82.525,21
35.3468,-86.22,45
35.3468,139.6286,7
35.3473,139.453,12
35.3475,139.5063,3
35.3476,139.3173,6
35.3476,139.3352,2
35.3476,139.5789,3
35.3476,139.9067,1
35.3481,-83.2031,68
35.3485,140.3394,1
35.349,139.4291,2
35.3491,139.5406,6
35.3491,139.9379,1
35.3493,139.4767,121
35.35,135.9167,1
35.35,136.1417,5
35.35,136.3667,2
35.35,136.6,8
35.35,136.6167,13
35.35,136.7,13
35.35,136.95,20
35.3501,-80.2001,1
35.3503,139.5156,5
35.3503,139.6296,4
35.3504,140.0526,24
35.3506,139.1386,3
35.3509,-108.6985,1
35.3509,139.3202,1
35.3509,139.5682,1
35.351,139.4872,3
35.3512,139.9128,1
35.3515,138.9719,1
35.3515,139.4757,3
35.3516,-85.7003,1
35.3516,-81.0959,18
35.3516,139.6252,4
35.352,-84.9618,2
35.3521,-75.5104,4
35.3523,140.2241,1
35.3525,139.0006,1
35.3526,139.5849,3
35.3531,134.6858,1
35.3534,139.3392,1
35.3534,139.9759,5
35.3535,139.0893,1
35.3535,140.3394,1
35.3536,139.6146,8
35.3539,139.5271,6
35.3541,139.4997,1
35.3544,-88.5876,4
35.3544,139.5667,2
35.3546,139.4159,2
35.3546,139.5697,3
35.3547,139.401,4
35.3549,139.5726,1
35.3552,139.2275,4
35.3555,139.5201,3
35.3555,139.633,3
35.3556,139.5431,6
35.3556,139.5615,3
35.3557,139.4799,2
35.3558,139.5762,1
35.3561,139.2839,1
35.3561,140.1961,3
35.3562,-84.3068,9
35.3563,139.51,2
35.3565,139.3834,1
35.3568,139.566,1
35.3569,138.9976,1
35.3569,139.5536,7
35.3571,139.4684,1
35.3572,139.3929,1
35.3573,-80.2044,45
35.3574,-88.9353,1
35.358,139.3534,1
35.3582,139.3257,2
35.3583,139.3465,1
35.3584,-120.2596,6
35.3586,139.6308,1
35.3588,126.5349,13
35.3593,139.3162,1
35.3594,139.4732,1
35.3595,139.5689,2
35.3599,-79.7798,3
35.3599,139.4176,2
35.36,139.6266,1
35.3601,-81.9251,1
35.3601,139.9336,1
35.3603,139.625,5
35.3605,140.3094,1
35.3606,-116.0638,4
35.3608,139.3632,4
35.3608,139.5361,20
35.361,139.5251,1
35.3613,-82.4264,47
35.3614,138.8678,2
35.3616,139.3336,1
35.3618,139.4963,1
35.3619,140.0901,2
35.3621,139.4504,13
35.3623,139.4031,2
35.3624,139.2829,5
35.3624,139.5633,1
35.3631,-95.2607,2
35.3633,138.9834,1
35.3633,139.3904,2
35.3635,138.9969,1
35.3635,139.4649,3
35.3635,139.5779,3
35.3636,-0.5133,1
35.3637,139.141,1
35.3638,139.4249,2
35.3638,140.1603,4
35.3642,139.3811,3
35.3642,139.6058,2
35.3642,139.6392,21
35.3642,140.147,1
35.3647,24.4714,24
35.3648,139.6216,15
35.3653,-94.411,33
35.3653,139.5006,1
35.3654,139.1037,1
35.3655,139.2275,3
35.3661,-94.1917,4
35.3663,127.8706,7
35.3664,-77.9221,55
35.3667,132.7333,8
35.3667,132.7667,11
35.3667,134.3,1
35.3667,136.4667,1
35.3667,136.7667,3
35.3667,138.4333,1
35.3667,139.4068,1
35.3671,132.7453,2
35.3672,139.2086,3
35.3673,-92.4096,3
35.3675,140.3661,1
35.3678,139.56,4
35.3679,-98.3898,2
35.368,139.2685,10
35.3681,-103.4383,4
35.3681,139.459,3
35.3682,139.2315,1
35.3682,139.4945,4
35.3683,-78.0929,41
35.3683,139.1889,8
35.3686,139.1797,1
35.3691,139.2199,3
35.3691,139.5515,17
35.3694,139.5673,1
35.3696,-5.6195,14
35.3697,140.2995,4
35.3699,-85.9724,4
35.3706,-81.9781,32
35.3707,139.1744,4
35.3708,139.2799,5
35.3711,139.2236,11
35.3713,139.5407,15
35.3714,139.396,2
35.3716,-80.53,76
35.3716,139.1857,5
35.3719,139.3605,7
35.372,-78.0524,1
35.3721,140.38,6
35.3722,139.2287,2
35.3728,139.6094,1
35.3731,-84.6951,2
35.3732,139.1804,2
35.3733,-119.0187,6
35.3733,139.3225,2
35.3734,-97.1971,11
35.3734,139.2185,2
35.3734,139.4884,2
35.3735,139.2685,3
35.3735,139.5805,17
35.3735,139.6312,8
35.3738,139.2145,1
35.374,139.6399,2
35.3741,-85.5643,5
35.3744,-93.2736,3
35.3744,139.547,7
35.3747,-81.3509,8
35.3747,136.777,2
35.3749,-93.3618,2
35.375,135.325,3
35.375,139.3062,3
35.375,139.3363,8
35.3752,139.1825,1
35.3757,-77.4193,14
35.3758,1.3131,7
35.3761,139.6171,16
35.3762,139.1873,1
35.3762,139.2681,9
35.3763,139.9535,2
35.3766,139.6127,2
35.3767,5.8961,3
35.377,139.5676,4
35.3771,140.3228,1
35.3775,139.5387,2
35.3777,-79.9093,11
35.3777,139.5089,3
35.3777,140.0439,1
35.3779,139.2794,5
35.3779,139.4619,3
35.3785,139.557,1
35.3786,-104.2052,1
35.3786,139.2164,2
35.3789,-0.9678,1
35.3792,-97.5362,6
35.3792,-87.0629,1
35.3795,-120.8447,32
35.3795,139.1783,1
35.3798,139.6053,3
35.3799,139.5954,11
35.3799,139.6278,1
35.3801,139.521,17
35.3803,72.1751,4
35.3808,-101.4304,13
35.381,139.314,5
35.3812,139.3965,14
35.3813,139.9804,3
35.3816,139.346,13
35.3819,-87.95,2
35.3823,139.181,1
35.3829,139.3853,1
35.3831,139.2321,3
35.3833,132.8167,11
35.3833,133.2667,2
35.3833,134.2333,1
35.3833,134.8167,4
35.3833,136.3833,1
35.3833,136.5833,16
35.3833,136.6,1
35.3833,136.6972,50
35.3833,138.45,1
35.3833,139.2088,8
35.3833,139.5833,10
35.3833,139.9325,38
35.3833,140.1833,1
35.3838,136.3509,2
35.3841,139.2783,1
35.3842,-85.3925,7
35.3842,139.6025,1
35.3843,139.4751,22
35.3844,140.0374,1
35.3847,133.4404,2
35.3848,139.5845,1
35.3849,-77.9928,7
35.3851,139.5441,11
35.3852,139.1614,1
35.3855,-118.986,21
35.3857,139.45,15
35.3858,-85.1023,3
35.3859,-94.3985,2
35.3859,139.1808,4
35.3862,-94.4091,1
35.3862,136.719,2
35.3863,-119.17,42
35.3865,139.4174,5
35.3866,-119.0171,76
35.3867,-118.9391,46
35.3868,-96.9331,57
35.3868,139.4951,4
35.3868,139.6136,7
35.3868,140.2727,1
35.3869,139.3238,2
35.3871,139.1734,5
35.388,140.022,1
35.3881,139.2813,1
35.3882,-97.6587,4
35.3883,140.1298,4
35.3885,-97.7309,33
35.3886,139.5136,4
35.3888,139.9631,1
35.3889,139.3622,4
35.389,-106.3517,2
35.389,5.3658,4
35.389,139.6258,1
35.3896,139.5032,7
35.3896,139.5703,4
35.39,-120.6091,3
35.3906,-82.568,8
35.3907,139.9537,15
35.3909,139.2876,1
35.391,139.425,1
35.3911,136.7222,85
35.3913,-97.9398,3
35.3916,139.5789,11
35.3917,139.4388,9
35.3917,139.4622,10
35.3919,-1.0953,1
35.392,139.5983,6
35.392,139.986,1
35.3922,-97.5567,20
35.3923,128.2692,3
35.3923,139.3288,2
35.3924,139.2229,1
35.3925,139.3179,2
35.3925,139.9346,2
35.3926,139.459,8
35.3929,139.3831,1
35.3931,136.7274,1
35.3933,139.3088,1
35.3935,-119.1205,130
35.3936,139.6097,11
35.3938,139.4201,2
35.3941,139.5554,1
35.3943,136.7333,1
35.3943,140.2572,1
35.3944,0.1397,16
35.3944,139.3492,2
35.3945,139.5608,4
35.3946,-94.6901,1
35.3946,134.1227,4
35.3946,139.541,13
35.3946,140.0744,29
35.3947,139.2171,1
35.3948,139.4381,3
35.395,-97.4972,7
35.3951,140.229,14
35.3958,119.5322,19
35.3958,139.4943,2
35.396,139.2033,1
35.396,139.2314,1
35.3962,140.0485,2
35.3963,139.9212,4
35.397,140.235,2
35.3971,139.5671,3
35.3972,140.2013,1
35.3978,136.8034,1
35.3979,139.4669,31
35.3981,139.5135,7
35.3985,136.812,2
35.3986,139.1826,10
35.399,136.2343,45
35.399,136.732,1
35.3991,-90.7613,1
35.3993,139.3102,34
35.3996,139.1853,1
35.3997,136.7154,2
35.4,136.65,4
35.4,136.7167,3
35.4,136.75,5
35.4,136.796,1
35.4,136.8333,11
35.4001,139.2031,1
35.4002,139.3011,1
35.4004,139.5868,6
35.4005,139.4948,7
35.4006,116.9656,1
35.4008,139.5526,8
35.4009,140.2634,1
35.4011,-80.8695,120
35.4012,139.6022,1
35.4014,134.1197,3
35.4015,-101.8951,8
35.4016,139.4818,2
35.402,-94.6332,5
35.4023,139.6092,7
35.4024,139.3614,1
35.4025,136.598,2
35.4028,136.8783,1
35.4034,140.1184,1
35.4036,136.7882,4
35.4037,-78.5421,59
35.4037,139.613,7
35.4037,140.0876,16
35.404,-78.4153,23
35.404,139.9218,2
35.4042,8.1242,7
35.4043,137.0559,3
35.4044,140.0262,1
35.4049,139.3803,4
35.4049,139.5719,8
35.4049,139.9477,1
35.405,-92.1333,2
35.405,116.5814,13
35.4051,-94.3872,15
35.4051,139.4952,1
35.4052,139.5958,16
35.4052,140.3467,1
35.4054,139.5025,3
35.4058,139.5452,10
35.4062,139.4624,6
35.4065,139.5078,6
35.4067,139.6004,5
35.4069,24.1981,3
35.4072,139.6418,3
35.4074,-93.1355,15
35.4078,139.3935,1
35.4081,139.5265,13
35.4082,-78.6627,9
35.4082,139.4186,2
35.4082,139.5792,4
35.4082,139.6191,12
35.4083,136.6583,1
35.4083,136.7167,4
35.4083,139.4672,4
35.4087,139.3498,1
35.4089,139.9431,3
35.409,139.0734,1
35.4091,139.5875,2
35.4094,139.4715,12
35.41,133.8947,1
35.4101,136.7133,1
35.4102,139.5248,31
35.4102,139.5836,2
35.4102,140.3165,1
35.4103,139.3416,3
35.4104,-99.4211,45
35.4105,139.4295,4
35.4108,139.4456,1
35.4108,139.938,13
35.411,-97.4388,18
35.4111,136.75,14
35.4115,139.5594,7
35.4119,136.7222,3
35.4119,139.9339,2
35.412,-99.4043,1
35.4122,139.2289,1
35.4123,-97.3331,5
35.4123,139.5232,1
35.4131,139.5864,13
35.4132,-78.7356,3
35.4132,139.3749,1
35.4136,139.5942,2
35.414,136.7915,10
35.4141,-80.6162,116
35.4143,139.3292,5
35.4144,140.0267,2
35.4145,139.3405,1
35.4145,139.5122,10
35.4145,139.6046,16
35.4146,-80.4171,15
35.4146,139.5469,5
35.4147,139.6107,10
35.4148,139.5173,2
35.4148,139.5714,5
35.4148,139.9297,8
35.4155,136.8037,2
35.4157,139.324,4
35.416,139.4527,11
35.4161,140.1567,3
35.4163,139.6286,1
35.4163,139.666,2
35.4165,133.32,1
35.4166,139.5052,3
35.4167,136.6,8
35.4167,136.75,4
35.4167,136.8667,3
35.4167,136.9667,30
35.4167,137.05,8
35.4167,137.1333,7
35.4167,138.45,1
35.4169,139.4467,2
35.4171,139.6316,2
35.4172,0.3298,2
35.4174,139.2906,5
35.4177,136.8124,2
35.4177,139.3481,9
35.418,140.0269,3
35.418,140.3528,1
35.4181,-79.0435,1
35.4181,138.3995,2
35.4182,139.4412,1
35.4182,139.6359,6
35.4185,139.5524,3
35.4186,139.9993,2
35.4187,133.4029,2
35.4187,139.6294,1
35.4187,140.1027,2
35.4188,139.4171,18
35.4189,140.1806,6
35.419,139.6424,3
35.4195,139.5317,14
35.4196,139.6349,1
35.4197,135.2127,1
35.4197,139.0375,2
35.4197,139.6734,1
35.4203,139.5466,5
35.4204,139.6628,8
35.4206,139.6499,5
35.4207,139.5934,1
35.4209,139.379,3
35.4209,139.5663,13
35.4209,139.6186,1
35.421,-97.5616,13
35.421,-81.3054,3
35.4211,-79.7826,1
35.4211,139.3466,2
35.4215,133.2422,5
35.4216,-91.796,4
35.4217,140.3226,1
35.4218,139.4005,2
35.4219,139.4827,14
35.4221,139.6279,2
35.4221,139.646,7
35.4222,-76.2875,1
35.4222,136.7237,2
35.4226,139.4475,1
35.4227,136.7373,2
35.4228,139.5136,6
35.423,139.3297,1
35.4232,139.6482,2
35.4233,136.7307,1
35.4238,139.5997,1
35.4239,139.6219,4
35.4241,-83.4392,11
35.4242,-97.6547,8
35.4243,139.583,19
35.4244,-119.0433,61
35.4245,138.8421,2
35.4245,139.3645,5
35.4245,139.5382,14
35.4246,138.9048,6
35.4247,139.5502,2
35.4247,139.5506,2
35.425,137.0417,28
35.425,140.1372,3
35.4252,139.6393,40
35.4253,139.4942,13
35.4254,139.5153,1
35.4254,139.6354,2
35.4258,-85.7635,1
35.4258,140.2961,25
35.4259,-97.5261,4
35.4262,-97.079,5
35.4263,139.603,1
35.4264,139.6434,2
35.4265,136.7382,2
35.4265,139.5157,2
35.4265,139.6124,6
35.4265,140.196,12
35.4266,139.5061,3
35.4266,140.2794,1
35.4269,-88.6398,32
35.4272,-84.4833,1
35.4272,136.7224,3
35.4272,139.3539,1
35.4274,139.3111,1
35.4276,140.1898,16
35.4278,-101.174,2
35.4282,-120.7695,6
35.4282,139.98,17
35.4283,139.4018,1
35.4285,-80.2057,12
35.4291,139.65,1
35.4291,140.3055,1
35.4292,139.6617,1
35.4294,133.5022,1
35.4294,139.5667,9
35.4295,139.9628,4
35.4296,-86.2557,1
35.4297,139.4706,1
35.4297,139.6026,7
35.4297,139.6324,1
35.4297,140.2643,3
35.4298,139.6153,2
35.4298,139.6387,6
35.4298,139.6538,1
35.4299,136.7303,2
35.4299,139.9681,5
35.4303,137.0001,3
35.4304,-97.3962,3
35.4304,139.6136,3
35.4305,140.1167,3
35.4306,140.0965,2
35.4307,-87.3198,3
35.4308,139.616,4
35.4312,-97.4913,11
35.4313,139.6058,4
35.4313,139.6129,2
35.4314,1.7556,1
35.4315,139.6189,2
35.4316,139.5877,5
35.4319,-100.2568,7
35.4319,139.6423,4
35.4321,139.6316,5
35.4321,139.6457,2
35.4322,139.6612,1
35.4323,139.9323,5
35.4324,139.4132,3
35.4325,139.6638,4
35.4326,133.1625,16
35.4326,139.6131,3
35.4328,139.2826,1
35.4331,136.7223,3
35.4333,132.8167,8
35.4333,133.3333,36
35.4333,133.35,3
35.4333,133.8167,1
35.4333,135.3167,1
35.4333,136.2167,2
35.4333,136.5833,4
35.4333,136.6833,3
35.4333,137.0333,45
35.4333,139.5905,3
35.4333,139.6235,5
35.4333,139.6495,4
35.4336,139.5848,2
35.4336,139.6511,2
35.4338,139.655,3
35.4339,139.6203,3
35.4341,140.1873,1
35.4342,139.5475,19
35.4343,139.3658,5
35.4344,139.6309,4
35.4345,-88.8953,4
35.4345,139.638,11
35.4346,139.3348,1
35.4346,140.2725,1
35.4348,139.5111,1
35.4348,139.5967,6
35.4349,133.3587,1
35.4352,139.626,4
35.4354,139.6197,1
35.4355,139.6242,12
35.4358,-95.535,14
35.4358,7.1433,7
35.4359,139.6088,11
35.4359,139.6317,1
35.4361,139.6194,2
35.4363,139.5575,15
35.4364,139.3979,3
35.4366,139.625,5
35.4367,139.5507,4
35.4367,139.96,1
35.4368,139.6503,10
35.4372,139.6404,6
35.4373,139.6346,3
35.4374,139.383,8
35.4375,139.6194,1
35.438,-89.5518,1
35.438,-77.5656,3
35.438,139.3907,1
35.438,139.9398,1
35.4383,139.5891,12
35.4384,137.0138,1
35.4384,139.6304,4
35.4388,139.6391,2
35.439,139.3062,1
35.439,139.6591,3
35.4391,-100.8059,2
35.4391,138.7937,1
35.4391,139.6179,11
35.4392,133.0629,7
35.4392,139.3287,5
35.4392,139.6133,3
35.4393,139.6061,6
35.4393,139.6084,1
35.4393,139.6279,2
35.4393,140.3578,1
35.4395,139.632,1
35.4396,139.4046,2
35.4397,139.5716,4
35.4401,139.633,5
35.4403,138.7959,16
35.4403,139.6137,6
35.4404,132.6875,1
35.4404,137.0331,3
35.4405,137.0074,2
35.4405,139.3987,6
35.4405,139.4213,5
35.4405,139.5796,7
35.4405,139.6377,3
35.4407,139.6275,1
35.4408,139.4043,1
35.4409,136.7426,2
35.4412,-89.7781,28
35.4413,139.6345,3
35.4413,139.6516,4
35.4414,139.364,1
35.4416,139.4156,6
35.4417,134.0083,4
35.4417,136.9833,26
35.4417,139.9767,2
35.4419,139.3499,1
35.4419,139.4561,2
35.4422,139.631,9
35.4422,139.9954,2
35.4423,139.5846,6
35.4423,139.6281,4
35.4424,139.524,5
35.4424,139.6008,15
35.4424,139.6342,2
35.4427,139.3693,59
35.4428,-84.593,1
35.4428,139.5861,5
35.443,136.7365,1
35.4433,139.5888,1
35.4434,133.3974,2
35.4435,139.6467,17
35.4435,140.3906,1
35.4436,-93.6142,2
35.4436,133.0788,2
35.4438,-77.6956,34
35.4441,139.6321,2
35.4444,-97.6164,3
35.4444,139.6186,2
35.4445,-97.5619,8
35.4445,139.6247,1
35.4446,-120.8908,7
35.4446,133.0541,2
35.4447,133.3317,2
35.4449,-97.446,5
35.4449,-81.5336,7
35.4452,-89.9236,3
35.4453,133.3562,2
35.4453,139.4627,10
35.4453,140.0424,1
35.4454,139.4725,1
35.4456,132.7878,1
35.4456,139.6136,3
35.4458,-76.6391,4
35.4458,139.5821,5
35.4458,139.6424,7
35.4458,140.2544,1
35.446,139.6222,2
35.4461,140.0121,6
35.4462,139.2912,3
35.4462,139.5696,1
35.4463,133.3164,1
35.4464,-82.1752,9
35.4464,139.5979,1
35.4467,137.0458,3
35.4469,-83.2872,12
35.4469,-79.138,80
35.4469,126.5509,8
35.4472,137.3833,5
35.4472,137.4181,1
35.4472,139.3062,7
35.4472,139.3814,1
35.4472,140.1061,3
35.4474,139.5654,2
35.4477,139.637,4
35.4478,139.6338,1
35.4478,139.6425,385
35.4479,137.0233,3
35.4479,139.6071,4
35.4479,139.6396,1
35.4482,127.3801,11
35.4482,136.7647,9
35.4483,140.2746,1
35.4484,-85.179,1
35.4484,139.3766,7
35.4484,139.6132,1
35.4484,139.6299,2
35.4486,7.9518,6
35.4486,139.3503,2
35.4486,139.5568,6
35.4487,140.3927,1
35.4488,-99.9006,3
35.449,133.3551,1
35.449,139.6232,1
35.4492,139.5962,5
35.4493,139.5811,1
35.4493,139.6194,22
35.4494,139.6142,3
35.4495,140.2846,2
35.4498,133.0435,17
35.4498,140.3017,2
35.4499,-82.4966,37
35.4499,139.486,1
35.45,133.3,1
35.45,133.3333,4
35.45,133.35,13
35.45,133.575,1
35.45,133.85,4
35.45,135.3333,6
35.45,136.8333,9
35.45,137.4167,8
35.45,139.4667,184
35.45,139.6288,5
35.45,139.6333,25
35.4503,136.7441,1
35.4504,139.6391,1
35.4507,133.0787,4
35.4508,139.6099,6
35.4508,139.6386,3
35.4508,140.0333,2
35.451,140.3369,1
35.4511,139.3932,5
35.4511,139.5643,7
35.4511,139.6018,2
35.4514,2.9058,2
35.4515,139.5993,3
35.4515,140.0051,2
35.4516,140.0556,3
35.4516,140.3681,1
35.4517,139.5238,4
35.4519,139.6314,1
35.452,133.4121,2
35.4521,139.4133,3
35.4524,133.8495,4
35.4524,138.5669,1
35.4525,139.591,4
35.4527,139.3414,1
35.4527,139.3603,1
35.4528,-79.582,11
35.4528,139.6191,2
35.453,139.6221,1
35.4532,139.4001,9
35.4533,-81.8118,8
35.4535,137.0389,8
35.4536,133.3636,1
35.4538,-94.5291,9
35.4539,139.4212,6
35.4539,139.4356,6
35.454,-94.3278,36
35.454,139.6402,2
35.454,140.0713,1
35.4541,-80.2838,3
35.4542,139.4812,9
35.4544,139.6158,5
35.4547,0.6861,1
35.4548,139.3838,5
35.4549,139.5319,2
35.455,139.4235,2
35.4552,139.4917,5
35.4553,139.5969,3
35.4553,139.6247,2
35.4556,133.6722,2
35.4557,139.6042,5
35.4558,-78.1674,13
35.4558,139.462,3
35.456,133.3609,1
35.4565,-77.4051,12
35.4565,133.0726,3
35.4565,139.6483,5
35.4567,139.6084,16
35.4569,-105.4383,1
35.4569,139.3493,4
35.457,139.4838,11
35.4571,139.5416,3
35.4573,133.3453,2
35.4574,-84.6043,57
35.4576,139.5763,7
35.4576,140.0222,4
35.4578,137.0492,5
35.458,139.5932,3
35.4583,139.5257,7
35.4583,139.5543,5
35.459,-89.8197,15
35.459,135.332,1
35.459,139.4771,1
35.459,140.3147,1
35.4591,139.6041,2
35.4594,139.5979,5
35.4596,-86.7812,45
35.4596,138.8337,1
35.4596,139.417,1
35.4597,138.8571,5
35.4599,139.9298,5
35.46,136.7727,1
35.46,140.2905,2
35.4603,139.5774,24
35.4604,-97.3419,29
35.4604,139.355,7
35.4605,-97.3974,50
35.4606,133.4268,2
35.4609,139.4869,3
35.4611,133.0766,4
35.4611,133.6389,1
35.4611,139.6096,8
35.4613,139.6234,3
35.4613,140.2983,2
35.4615,139.5287,44
35.4617,139.6141,4
35.4619,132.8205,1
35.4619,139.4026,7
35.4621,139.5614,6
35.4622,-96.0122,18
35.4623,139.4295,3
35.4627,139.3695,1
35.4628,139.4799,3
35.463,0.2976,1
35.4632,137.8279,5
35.4636,139.5025,6
35.4637,-82.5354,35
35.4637,139.6178,2
35.4638,139.5762,2
35.4639,48.8763,2
35.4639,139.4387,7
35.464,139.4125,4
35.4641,139.5964,7
35.4647,-96.3287,6
35.4647,133.8067,2
35.4647,139.388,3
35.4647,139.5316,18
35.4647,139.5785,1
35.4648,139.6024,4
35.4649,139.6064,7
35.465,-6.0348,3
35.4652,-85.6942,2
35.4652,139.4676,1
35.4652,139.5888,5
35.4652,140.1382,1
