latitude,longitude,count
17.7345,-64.7433,74.0
12.1077,-61.6834,72.0
13.2416,-61.2666,2.0
13.2124,-61.2024,90.0
13.1434,-59.5636,228.0
13.9636,-61.0114,183.0
14.5866,-61.0067,583.0
15.2932,-61.387,27.0
14.8038,-61.0582,30.0
15.8576,-61.5486,125.0
15.8833,-61.2167,2.0
16.2704,-61.5342,545.0
16.3167,-61.0167,28.0
17.3189,-62.7396,59.0
17.0625,-61.8906,149.0
18.0097,-63.0356,137.0
17.6333,-61.8333,3.0
18.745,-103.1184,2.0
18.5684,-102.5862,3.0
18.4511,-100.5725,41.0
18.5748,-99.3043,309.0
18.4597,-97.5969,123.0
18.5002,-96.1656,66.0
18.2498,-94.7463,208.0
18.2718,-93.3031,77.0
19.1582,-104.4225,26.0
19.2025,-103.8796,347.0
19.2736,-102.1313,191.0
19.2518,-100.2828,94.0
19.3764,-99.121,10049.0
19.0895,-98.1882,1272.0
19.0976,-96.5311,580.0
19.8828,-104.4312,71.0
19.7847,-103.5308,202.0
19.8787,-102.1767,270.0
19.7678,-101.0653,566.0
19.6538,-99.1055,2822.0
19.8648,-97.8527,222.0
19.6066,-96.9431,327.0
20.6452,-105.2096,169.0
20.6392,-103.3798,2757.0
20.4896,-102.3625,327.0
20.5761,-100.6339,1301.0
20.451,-99.6359,191.0
20.4512,-97.596,201.0
20.1779,-96.9025,6.0
21.1515,-104.8596,102.0
20.9789,-103.4541,62.0
21.1158,-101.8596,508.0
20.9851,-100.9851,269.0
21.1294,-98.8274,52.0
21.0926,-97.7955,117.0
21.6949,-104.8029,194.0
21.8898,-103.2425,23.0
21.8706,-102.3025,341.0
22.1299,-100.906,436.0
21.9555,-99.0623,39.0
21.9943,-98.202,16.0
22.8286,-105.7865,8.0
22.4594,-105.3092,12.0
22.6391,-103.1583,41.0
22.6991,-102.4734,227.0
22.2888,-100.9168,54.0
22.7486,-98.9484,29.0
22.3038,-97.8956,197.0
23.2462,-106.3822,165.0
23.3793,-105.3831,2.0
23.2322,-103.0011,58.0
22.9844,-102.5312,29.0
22.943,-101.1834,2.0
23.0264,-99.1454,8.0
23.176,-97.95,1.0
23.7436,-106.1333,13.0
24.0395,-104.8015,197.0
23.6861,-103.3099,16.0
23.647,-100.6341,36.0
23.7487,-99.1728,88.0
23.9052,-98.2938,2.0
24.4255,-107.127,4.0
24.7698,-105.2238,10.0
24.4557,-103.9876,27.0
24.7198,-100.7481,4.0
24.7963,-99.5837,20.0
18.5193,-91.7837,90.0
18.5826,-90.7584,10.0
18.69,-88.6423,10.0
18.5199,-88.2877,64.0
19.2601,-90.3809,11.0
19.3094,-81.388,85.0
19.28,-81.26,5.0
19.7807,-90.4998,113.0
20.027,-89.1626,7.0
19.5775,-88.0453,5.0
19.5,-80.5357,28.0
19.75,-79.75,3.0
20.3643,-90.0489,6.0
20.4036,-89.4331,23.0
20.5676,-87.1824,141.0
20.5775,-86.965,82.0
21.0993,-89.9823,26.0
20.9844,-89.6082,353.0
21.0555,-87.5985,4.0
21.1635,-86.8597,399.0
21.5239,-87.378,1.0
21.4994,-83.0978,1.0
21.5061,-80.0019,106.0
22.1667,-79.7667,1.0
22.2514,-78.9131,3.0
23.1126,-82.2423,12.0
23.1536,-81.2514,1.0
24.5798,-81.7059,88.0
24.7279,-81.0386,32.0
18.323,-77.6103,338.0
18.275,-76.75,18.0
18.417,-73.6392,3.0
18.5365,-72.2013,60.0
18.4641,-69.9593,747.0
18.5513,-68.9584,167.0
18.3576,-67.1301,137.0
18.3729,-66.1987,2172.0
18.4004,-64.7143,232.0
18.9939,-72.2524,115.0
19.1569,-70.6448,946.0
19.164,-69.6147,25.0
19.9064,-75.2069,7.0
19.6929,-71.7459,30.0
19.6576,-70.7462,151.0
20.8872,-76.2631,1.0
20.95,-73.6667,1.0
21.4104,-71.1646,8.0
21.7776,-72.1518,20.0
22.1908,-75.7258,1.0
22.7667,-74.2167,1.0
22.4833,-73.475,2.0
23.5162,-75.7866,1.0
23.1,-74.9833,1.0
23.95,-76.3167,1.0
23.85,-74.6416,2.0
24.5633,-77.7434,5.0
24.2652,-76.0071,33.0
24.4333,-75.5333,1.0
18.2264,-63.0839,31.0
25.5226,-103.3933,270.0
25.4972,-102.1201,13.0
25.399,-100.8301,385.0
25.193,-99.8661,134.0
25.409,-97.5693,3.0
25.5927,-103.4825,87.0
25.6969,-100.3166,2508.0
25.6725,-99.7698,48.0
26.0775,-97.935,934.0
26.5036,-100.5862,15.0
26.4605,-98.9066,45.0
26.3177,-98.1412,316.0
27.1081,-105.7977,17.0
26.9396,-105.3942,1.0
26.9095,-101.4238,110.0
27.0037,-101.2564,22.0
27.4859,-99.4859,260.0
27.3922,-97.8633,63.0
28.112,-105.4105,80.0
27.8789,-101.5045,8.0
27.8647,-101.1611,52.0
27.6349,-99.4984,154.0
27.7867,-97.4649,586.0
27.9681,-97.077,41.0
28.7129,-106.3604,429.0
28.3237,-105.4215,15.0
28.6953,-100.5314,124.0
28.6735,-99.3528,78.0
28.5483,-97.8276,109.0
28.7999,-96.5106,198.0
29.1496,-106.3896,10.0
29.5572,-104.3743,13.0
29.3165,-103.5597,7.0
29.4112,-101.5747,7.0
29.3684,-100.8728,72.0
29.4587,-98.7138,960.0
29.47,-98.3871,4818.0
29.3889,-96.121,269.0
29.4564,-95.245,1607.0
30.2559,-103.6122,31.0
30.1221,-102.3974,3.0
29.845,-100.1168,10.0
29.8914,-98.9108,386.0
30.0835,-97.9013,2105.0
29.8475,-95.9391,1222.0
29.8496,-95.4133,7432.0
30.1081,-93.7275,665.0
30.6142,-106.5129,1.0
30.62,-104.4811,1.0
30.6703,-103.4953,39.0
30.8046,-101.8876,2.0
30.7648,-100.7617,26.0
30.6745,-99.0112,33.0
30.4305,-97.7643,2752.0
30.5735,-96.306,690.0
30.5511,-95.2744,374.0
30.5498,-93.4137,162.0
31.471,-106.4104,76.0
31.0391,-104.8245,2.0
31.499,-103.253,80.0
31.3225,-101.9062,38.0
31.4398,-100.4708,152.0
31.3208,-98.9523,51.0
31.215,-97.551,905.0
31.2939,-96.3474,89.0
31.3451,-94.826,171.0
31.2203,-93.3897,113.0
25.3783,-80.4558,251.0
26.1234,-81.6994,412.0
25.8825,-80.2477,7594.0
25.7088,-79.3012,2.0
26.533,-81.8315,1945.0
26.5101,-80.154,3220.0
26.5371,-78.7068,39.0
27.2804,-82.3179,1605.0
27.1953,-80.3135,819.0
27.9396,-82.7954,405.0
27.9757,-82.3914,6425.0
27.9567,-80.6132,874.0
28.5593,-81.6737,4352.0
28.5811,-81.1385,1850.0
29.5519,-90.6119,167.0
29.411,-89.6044,6.0
29.3635,-82.9626,13.0
29.0821,-82.0747,1166.0
29.2109,-81.092,620.0
30.1233,-92.0679,657.0
29.9574,-90.3305,1515.0
30.2445,-89.7692,139.0
30.2693,-87.7873,35.0
30.1917,-85.6969,195.0
30.0732,-85.1345,155.0
29.9312,-83.075,156.0
30.0261,-81.8573,2212.0
29.8119,-81.2934,62.0
30.5274,-92.0434,378.0
30.4608,-90.8501,1969.0
30.4793,-89.1355,653.0
30.5775,-87.7915,1321.0
30.4902,-86.4598,810.0
30.5489,-84.4693,1028.0
30.6868,-83.642,491.0
30.4078,-81.6257,1014.0
31.2545,-92.2692,223.0
31.4013,-90.7833,201.0
31.3224,-89.3867,276.0
31.2692,-87.6374,182.0
31.3438,-86.0614,214.0
31.3153,-84.9914,346.0
31.3411,-83.4614,384.0
31.3093,-81.7845,301.0
25.0836,-77.361,163.0
25.4385,-76.5826,10.0
26.0167,-77.4,1.0
26.5444,-77.3361,12.0
27.2198,-78.3277,1.0
31.789,-106.3736,1235.0
31.8576,-105.2174,3.0
31.8556,-103.1437,13.0
31.9802,-102.1356,606.0
32.006,-100.696,16.0
31.8776,-99.3025,131.0
32.0457,-97.6998,294.0
32.0058,-96.4156,382.0
32.0566,-95.1726,443.0
31.8822,-93.459,124.0
32.5217,-106.5403,198.0
32.8156,-104.47,34.0
32.6186,-103.5981,135.0
32.6883,-102.4003,72.0
32.5691,-100.6024,76.0
32.4923,-99.5132,222.0
32.7301,-97.3646,2943.0
32.8107,-96.8079,8706.0
32.5524,-94.9495,616.0
32.5035,-93.6966,529.0
33.2576,-105.8643,10.0
33.4671,-104.8493,103.0
33.5198,-101.9662,478.0
33.4122,-100.7893,29.0
33.2663,-98.9267,81.0
33.2382,-97.3966,535.0
33.1516,-96.7255,2929.0
33.2907,-95.0481,168.0
33.4063,-93.8328,322.0
34.0539,-106.8915,18.0
34.1693,-105.5339,3.0
34.1419,-103.3629,22.0
34.0655,-102.0742,102.0
33.9154,-100.9672,17.0
34.0006,-98.8253,126.0
33.9624,-97.9768,284.0
33.9108,-96.4583,182.0
33.9708,-95.0559,143.0
33.9868,-93.4298,112.0
34.7701,-106.5798,70.0
34.8298,-104.6502,10.0
34.4242,-103.2688,76.0
34.7868,-102.1421,130.0
34.6727,-100.5777,40.0
34.6501,-99.2098,84.0
34.6434,-98.0668,306.0
34.7336,-96.4675,209.0
34.7512,-95.0186,64.0
34.5535,-93.1965,229.0
35.2019,-106.5262,1731.0
35.5222,-105.3197,33.0
35.2774,-103.6259,12.0
35.1838,-101.8741,328.0
35.5026,-100.9218,91.0
35.4332,-99.14,164.0
35.4447,-97.5532,1945.0
35.377,-96.6338,227.0
35.3361,-94.6373,345.0
35.3409,-93.499,245.0
35.8282,-106.056,154.0
36.0922,-105.3699,13.0
36.0697,-104.0908,3.0
35.9582,-102.0484,56.0
36.0445,-100.7574,27.0
36.052,-98.8754,76.0
35.9231,-97.8048,185.0
36.0771,-96.0821,1275.0
36.0186,-95.0946,507.0
36.2049,-94.0095,620.0
36.7562,-106.6071,11.0
36.4973,-105.2042,57.0
36.5338,-103.3887,20.0
36.7027,-101.5441,86.0
36.5174,-100.7695,71.0
36.5769,-99.1825,99.0
36.5831,-97.8572,135.0
36.6195,-96.1706,235.0
36.7074,-94.7953,272.0
36.751,-93.4853,291.0
37.4084,-106.383,112.0
37.3619,-104.7561,29.0
37.219,-103.3874,3.0
37.4404,-102.1199,18.0
37.3054,-100.8394,156.0
37.4721,-99.0125,86.0
37.6246,-97.3891,643.0
37.2918,-96.5776,144.0
37.2602,-94.7512,471.0
37.2388,-93.3177,616.0
37.9002,-106.3071,17.0
38.2577,-104.7797,221.0
38.0047,-103.6417,70.0
38.0606,-102.4252,40.0
37.8755,-100.5372,143.0
38.068,-99.2053,50.0
37.7515,-97.8214,187566.0
37.9436,-96.6414,69.0
37.9822,-94.8521,145.0
38.1067,-93.3718,80.0
31.9676,-92.1101,104.0
32.1621,-90.2497,329.0
31.8189,-89.1773,223.0
32.031,-87.8199,58.0
31.8824,-86.1975,151.0
32.0446,-84.6309,106.0
31.8803,-83.5823,282.0
31.9521,-81.9241,350.0
32.0856,-81.0691,880.0
32.5654,-92.1361,407.0
32.4306,-90.2831,774.0
32.4869,-89.0585,273.0
32.6701,-87.6978,102.0
32.512,-86.2504,898.0
32.5812,-85.0624,823.0
32.6682,-83.5451,795.0
32.5007,-81.866,270.0
32.7495,-80.2096,1079.0
32.867,-79.8212,162.0
33.3777,-92.174,140.0
33.4034,-90.5803,170.0
33.3609,-89.0462,235.0
33.2936,-87.6475,449.0
33.451,-86.6878,1760.0
33.4456,-84.601,1450.0
33.3778,-83.7801,673.0
33.444,-82.0666,788.0
33.2214,-80.3201,445.0
33.476,-79.2141,215.0
34.181,-92.122,146.0
34.0875,-90.5736,133.0
34.1627,-89.0698,347.0
33.9693,-87.7366,266.0
33.9455,-86.3425,813.0
33.8734,-84.4398,7973.0
33.999,-83.8864,3057.0
34.0547,-81.9911,342.0
34.0197,-80.9318,1554.0
33.8834,-79.0796,990.0
34.7595,-92.312,1165.0
34.8639,-90.2387,241.0
34.7628,-89.2237,450.0
34.7327,-87.6601,283.0
34.6738,-86.5869,1207.0
34.7419,-84.9774,621.0
34.5964,-83.4995,742.0
34.8193,-82.2771,2757.0
34.8035,-80.756,511.0
34.8029,-79.1314,549.0
35.2372,-92.2038,358.0
35.1883,-90.1351,593.0
35.2466,-89.586,1362.0
35.403,-87.8772,287.0
35.4406,-86.443,533.0
35.1869,-85.0483,904.0
35.3792,-83.3988,523.0
35.3814,-82.2615,1270.0
35.2819,-80.8118,3738.0
35.3303,-78.9999,1615.0
36.1391,-92.1108,203.0
35.9526,-90.5723,292.0
36.0288,-89.1906,476.0
36.1038,-87.8167,306.0
36.0736,-86.6724,2978.0
36.0561,-85.0446,675.0
35.9693,-83.7842,1502.0
36.0477,-81.9424,956.0
35.9937,-80.4588,1676.0
35.9189,-78.98,3863.0
36.7286,-91.9394,87.0
36.6941,-90.2997,199.0
36.7211,-89.0883,314.0
36.6526,-87.6084,491.0
36.6816,-86.411,617.0
36.6421,-84.9563,244.0
36.723,-83.7409,351.0
36.596,-82.2285,591.0
36.6842,-80.5847,420.0
36.6889,-79.5246,456.0
37.4738,-92.3047,86.0
37.3584,-90.4739,67.0
37.2691,-89.2293,338.0
37.3127,-87.6445,266.0
37.5012,-86.1099,372.0
37.3543,-84.9325,383.0
37.3007,-83.5808,304.0
37.4304,-82.348,341.0
37.2781,-80.4388,657.0
37.3396,-79.3287,430.0
37.9988,-92.2643,329.0
38.081,-90.5748,386.0
37.9535,-89.168,490.0
37.9746,-87.5191,800.0
38.1702,-85.9039,1386.0
38.086,-84.9623,1590.0
38.0464,-83.4887,321.0
38.2068,-81.9634,460.0
37.9261,-80.7604,258.0
38.0528,-78.7798,704.0
32.2917,-64.7862,95.0
32.34,-64.7381,82.0
34.16,-77.9767,619.0
34.6774,-77.5752,510.0
34.7738,-76.7655,143.0
35.4137,-77.7993,1030.0
35.222,-76.712,76.0
35.3947,-75.5016,5.0
35.976,-77.9325,523.0
36.0821,-76.1004,297.0
36.6509,-78.2791,1143.0
36.8087,-76.29,1714.0
37.4629,-77.5103,2071.0
37.2173,-76.4781,760.0
38.1041,-77.736,934.0
38.1539,-76.2939,361.0
38.278,-75.3646,240.0
38.6853,-106.4012,67.0
38.8624,-104.7981,1284.0
38.6852,-101.992,13.0
38.5771,-100.8419,26.0
38.7119,-99.1168,200.0
38.7921,-97.6832,159.0
38.9061,-96.1672,344.0
38.9238,-94.7002,2348.0
38.7224,-93.6601,392.0
39.4923,-106.5307,407.0
39.6529,-104.9591,4313.0
39.2357,-103.7159,29.0
39.3699,-102.0525,45.0
39.323,-100.8759,74.0
39.3356,-99.2076,33.0
39.4124,-97.6813,75.0
39.2737,-96.3386,209.0
39.1935,-94.6585,1444.0
39.3755,-93.8186,238.0
39.9702,-106.023,81.0
39.931,-105.0311,3789.0
40.1468,-103.8502,63.0
40.035,-102.3047,20.0
40.0942,-100.6658,58.0
39.9485,-99.4049,81.0
39.9306,-98.1618,96.0
40.0919,-96.4077,134.0
39.9568,-94.9389,209.0
40.036,-93.5645,113.0
40.6303,-106.8639,61.0
40.5408,-105.0494,533.0
40.6524,-103.2351,45.0
40.7297,-102.1506,35.0
40.8153,-100.407,34.0
40.7178,-99.1908,216.0
40.7893,-98.1455,249.0
40.8161,-96.5725,649.0
40.8121,-94.9367,152.0
40.7871,-93.5321,128.0
41.453,-106.0258,56.0
41.1466,-104.8632,1049.0
